distiller_id,scan_number,datetime
03423,3922,2023-10-13 12:15:59
03424,3923,2023-10-13 12:16:14
03425,3924,2023-10-13 12:16:29
03426,3925,2023-10-13 12:16:44
03427,3926,2023-10-13 12:16:59
03428,3927,2023-10-13 12:17:14
03429,3928,2023-10-13 12:17:29
03430,3929,2023-10-13 12:17:44
03431,3930,2023-10-13 12:17:58
03432,3931,2023-10-13 12:18:13
03433,3932,2023-10-13 12:18:28
03434,3933,2023-10-13 12:18:44
03435,3934,2023-10-13 12:18:59
03436,3935,2023-10-13 12:19:14
03437,3936,2023-10-13 12:19:29
03438,3937,2023-10-13 12:19:44
03439,3938,2023-10-13 12:19:59
03440,3939,2023-10-13 12:20:14
03441,3940,2023-10-13 12:20:29
03442,3941,2023-10-13 12:20:44
03443,3942,2023-10-13 12:20:58
03444,3943,2023-10-13 12:21:14
03445,3944,2023-10-13 12:21:29
03446,3945,2023-10-13 12:21:44
03447,3946,2023-10-13 12:21:59
03448,3947,2023-10-13 12:22:14
03449,3948,2023-10-13 12:22:29
03450,3949,2023-10-13 12:22:44
03451,3950,2023-10-13 12:22:59
03452,3951,2023-10-13 12:23:14
03453,3952,2023-10-13 12:23:29
03454,3953,2023-10-13 12:23:44
03455,3954,2023-10-13 12:23:59
03456,3955,2023-10-13 12:24:14
03457,3956,2023-10-13 12:24:29
03458,3957,2023-10-13 12:24:44
03459,3958,2023-10-13 12:24:59
03460,3959,2023-10-13 12:25:14
03461,3960,2023-10-13 12:25:29
03462,3961,2023-10-13 12:25:44
03463,3962,2023-10-13 12:25:59
03464,3963,2023-10-13 12:26:14
03465,3964,2023-10-13 12:26:30
03466,3965,2023-10-13 12:26:45
03467,3966,2023-10-13 12:27:00
03468,3967,2023-10-13 12:27:14
03469,3968,2023-10-13 12:27:29
03470,3969,2023-10-13 12:27:44
03471,3970,2023-10-13 12:27:59
03472,3971,2023-10-13 12:28:14
03473,3972,2023-10-13 12:28:30
03474,3973,2023-10-13 12:28:44
03475,3974,2023-10-13 12:28:59
03476,3975,2023-10-13 12:29:14
03477,3976,2023-10-13 12:29:29
03478,3977,2023-10-13 12:29:44
03479,3978,2023-10-13 12:29:59
03480,3979,2023-10-13 12:30:14
03481,3980,2023-10-13 12:30:29
03482,3981,2023-10-13 12:30:44
03483,3982,2023-10-13 12:30:59
03484,3983,2023-10-13 12:31:14
03485,3984,2023-10-13 12:31:29
03486,3985,2023-10-13 12:31:44
03487,3986,2023-10-13 12:31:59
03488,3987,2023-10-13 12:32:15
03489,3988,2023-10-13 12:32:30
03490,3989,2023-10-13 12:32:45
03491,3990,2023-10-13 12:33:00
03492,3991,2023-10-13 12:33:15
03493,3992,2023-10-13 12:33:29
03494,3993,2023-10-13 12:33:44
03495,3994,2023-10-13 12:34:00
03496,3995,2023-10-13 12:34:15
03497,3996,2023-10-13 12:34:30
03498,3997,2023-10-13 12:34:44
03499,3998,2023-10-13 12:35:00
03500,3999,2023-10-13 12:35:14
03501,4000,2023-10-13 12:35:29
03502,4001,2023-10-13 12:35:44
03503,4002,2023-10-13 12:35:59
03504,4003,2023-10-13 12:36:14
03505,4004,2023-10-13 12:36:29
03506,4005,2023-10-13 12:36:44
03507,4006,2023-10-13 12:36:59
03508,4007,2023-10-13 12:37:14
03509,4008,2023-10-13 12:37:30
03510,4009,2023-10-13 12:37:44
03511,4010,2023-10-13 12:37:59
03512,4011,2023-10-13 12:38:14
03513,4012,2023-10-13 12:38:29
03514,4013,2023-10-13 12:38:44
03515,4014,2023-10-13 12:38:59
03516,4015,2023-10-13 12:39:14
03517,4016,2023-10-13 12:39:29
03518,4017,2023-10-13 12:39:45
03519,4018,2023-10-13 12:39:59
03520,4019,2023-10-13 12:40:15
03521,4020,2023-10-13 12:40:30
03522,4021,2023-10-13 12:40:45
03523,4022,2023-10-13 12:40:59
03524,4023,2023-10-13 12:41:15
03525,4024,2023-10-13 12:41:30
03527,4025,2023-10-13 12:41:44
03528,4026,2023-10-13 12:41:59
03530,4027,2023-10-13 12:42:14
03531,4028,2023-10-13 12:42:30
03532,4029,2023-10-13 12:42:45
03533,4030,2023-10-13 12:43:00
03534,4031,2023-10-13 12:43:14
03535,4032,2023-10-13 12:43:30
03536,4033,2023-10-13 12:43:44
03537,4034,2023-10-13 12:44:00
03538,4035,2023-10-13 12:44:15
03539,4036,2023-10-13 12:44:30
03540,4037,2023-10-13 12:44:45
03541,4038,2023-10-13 12:45:00
03542,4039,2023-10-13 12:45:15
03543,4040,2023-10-13 12:45:30
03544,4041,2023-10-13 12:45:44
03545,4042,2023-10-13 12:46:00
03546,4043,2023-10-13 12:46:15
03547,4044,2023-10-13 12:46:30
03548,4045,2023-10-13 12:46:45
03549,4046,2023-10-13 12:47:00
03550,4047,2023-10-13 12:47:15
03551,4048,2023-10-13 12:47:29
03552,4049,2023-10-13 12:47:45
03553,4050,2023-10-13 12:48:00
03554,4051,2023-10-13 12:48:15
03555,4052,2023-10-13 12:48:30
03556,4053,2023-10-13 12:48:45
03557,4054,2023-10-13 12:49:00
03558,4055,2023-10-13 12:49:16
03559,4056,2023-10-13 12:49:30
03560,4057,2023-10-13 12:49:46
03561,4058,2023-10-13 12:50:01
03562,4059,2023-10-13 12:50:15
03563,4060,2023-10-13 12:50:30
03564,4061,2023-10-13 12:50:45
03565,4062,2023-10-13 12:51:00
03566,4063,2023-10-13 12:51:15
03567,4064,2023-10-13 12:51:30
03568,4065,2023-10-13 12:51:45
03569,4066,2023-10-13 12:52:01
03570,4067,2023-10-13 12:52:15
03571,4068,2023-10-13 12:52:30
03572,4069,2023-10-13 12:52:46
03573,4070,2023-10-13 12:53:00
03574,4071,2023-10-13 12:53:15
03575,4072,2023-10-13 12:53:30
03576,4073,2023-10-13 12:53:45
03577,4074,2023-10-13 12:54:00
03578,4075,2023-10-13 12:54:16
03579,4076,2023-10-13 12:54:30
03580,4077,2023-10-13 12:54:46
03581,4078,2023-10-13 12:55:01
03582,4079,2023-10-13 12:55:16
03583,4080,2023-10-13 12:55:31
03584,4081,2023-10-13 12:55:46
03585,4082,2023-10-13 12:56:00
03586,4083,2023-10-13 12:56:15
03587,4084,2023-10-13 12:56:30
03588,4085,2023-10-13 12:56:45
03589,4086,2023-10-13 12:57:01
03590,4087,2023-10-13 12:57:16
03591,4088,2023-10-13 12:57:30
03592,4089,2023-10-13 12:57:45
03593,4090,2023-10-13 12:58:00
03594,4091,2023-10-13 12:58:15
03595,4092,2023-10-13 12:58:30
03596,4093,2023-10-13 12:58:45
03597,4094,2023-10-13 12:59:01
03598,4095,2023-10-13 12:59:16
03599,4096,2023-10-13 12:59:30
03600,4097,2023-10-13 12:59:46
03601,4098,2023-10-13 13:00:01
03602,4099,2023-10-13 13:00:15
03603,4100,2023-10-13 13:00:32
03604,4101,2023-10-13 13:00:46
03605,4102,2023-10-13 13:01:01
03606,4103,2023-10-13 13:01:16
03607,4104,2023-10-13 13:01:31
03608,4105,2023-10-13 13:01:45
03609,4106,2023-10-13 13:02:02
03610,4107,2023-10-13 13:02:16
03611,4108,2023-10-13 13:02:32
03612,4109,2023-10-13 13:02:46
03613,4110,2023-10-13 13:03:01
03614,4111,2023-10-13 13:03:17
03615,4112,2023-10-13 13:03:31
03616,4113,2023-10-13 13:03:47
03617,4114,2023-10-13 13:04:02
03618,4115,2023-10-13 13:04:16
03619,4116,2023-10-13 13:04:31
03620,4117,2023-10-13 13:04:46
03621,4118,2023-10-13 13:05:02
03622,4119,2023-10-13 13:05:16
03623,4120,2023-10-13 13:05:31
03624,4121,2023-10-13 13:05:46
03625,4122,2023-10-13 13:06:01
03626,4123,2023-10-13 13:06:16
03627,4124,2023-10-13 13:06:32
03628,4125,2023-10-13 13:06:46
03629,4126,2023-10-13 13:07:01
03630,4127,2023-10-13 13:07:16
03631,4128,2023-10-13 13:07:31
03632,4129,2023-10-13 13:07:46
03633,4130,2023-10-13 13:08:01
03634,4131,2023-10-13 13:08:16
03635,4132,2023-10-13 13:08:31
03636,4133,2023-10-13 13:08:46
03637,4134,2023-10-13 13:09:01
03638,4135,2023-10-13 13:09:16
03639,4136,2023-10-13 13:09:31
03640,4137,2023-10-13 13:09:46
03641,4138,2023-10-13 13:10:01
03642,4139,2023-10-13 13:10:16
03643,4140,2023-10-13 13:10:31
03644,4141,2023-10-13 13:10:46
03645,4142,2023-10-13 13:11:01
03646,4143,2023-10-13 13:11:16
03647,4144,2023-10-13 13:11:31
03648,4145,2023-10-13 13:11:46
03649,4146,2023-10-13 13:12:01
03650,4147,2023-10-13 13:12:16
03651,4148,2023-10-13 13:12:31
03652,4149,2023-10-13 13:12:46
03653,4150,2023-10-13 13:13:01
03654,4151,2023-10-13 13:13:16
03655,4152,2023-10-13 13:13:31
03656,4153,2023-10-13 13:13:46
03657,4154,2023-10-13 13:14:01
03658,4155,2023-10-13 13:14:16
03659,4156,2023-10-13 13:14:31
03660,4157,2023-10-13 13:14:46
03661,4158,2023-10-13 13:15:01
03662,4159,2023-10-13 13:15:16
03663,4160,2023-10-13 13:15:31
03664,4161,2023-10-13 13:15:46
03665,4162,2023-10-13 13:16:01
03666,4163,2023-10-13 13:16:17
03667,4164,2023-10-13 13:16:31
03668,4165,2023-10-13 13:16:46
03669,4166,2023-10-13 13:17:01
03670,4167,2023-10-13 13:17:16
03671,4168,2023-10-13 13:17:32
03672,4169,2023-10-13 13:17:46
03673,4170,2023-10-13 13:18:03
03674,4171,2023-10-13 13:18:16
03675,4172,2023-10-13 13:18:31
03676,4173,2023-10-13 13:18:46
03677,4174,2023-10-13 13:19:02
03678,4175,2023-10-13 13:19:16
03679,4176,2023-10-13 13:19:32
03680,4177,2023-10-13 13:19:46
03681,4178,2023-10-13 13:20:02
03682,4179,2023-10-13 13:20:18
03683,4180,2023-10-13 13:20:31
03684,4181,2023-10-13 13:20:47
03685,4182,2023-10-13 13:21:02
03686,4183,2023-10-13 13:21:18
03687,4184,2023-10-13 13:21:33
03688,4185,2023-10-13 13:21:47
03689,4186,2023-10-13 13:22:02
03690,4187,2023-10-13 13:22:17
03691,4188,2023-10-13 13:22:32
03692,4189,2023-10-13 13:22:46
03693,4190,2023-10-13 13:23:02
03694,4191,2023-10-13 13:23:17
03695,4192,2023-10-13 13:23:31
03696,4193,2023-10-13 13:23:46
03697,4194,2023-10-13 13:24:01
03698,4195,2023-10-13 13:24:17
03699,4196,2023-10-13 13:24:31
03700,4197,2023-10-13 13:24:46
03701,4198,2023-10-13 13:25:02
03702,4199,2023-10-13 13:25:17
03703,4200,2023-10-13 13:25:32
03704,4201,2023-10-13 13:25:46
03705,4202,2023-10-13 13:26:02
03706,4203,2023-10-13 13:26:16
03707,4204,2023-10-13 13:26:31
03708,4205,2023-10-13 13:26:47
03709,4206,2023-10-13 13:27:02
03710,4207,2023-10-13 13:27:17
03711,4208,2023-10-13 13:27:31
03712,4209,2023-10-13 13:27:47
03713,4210,2023-10-13 13:28:02
03714,4211,2023-10-13 13:28:32
03715,4212,2023-10-13 13:28:32
03716,4213,2023-10-13 13:28:46
03717,4214,2023-10-13 13:29:02
03718,4215,2023-10-13 13:29:17
03719,4216,2023-10-13 13:29:32
03720,4217,2023-10-13 13:29:47
03721,4218,2023-10-13 13:30:02
03722,4219,2023-10-13 13:30:17
03723,4220,2023-10-13 13:30:33
03724,4221,2023-10-13 13:30:47
03725,4222,2023-10-13 13:31:23
03726,4223,2023-10-13 13:31:16
03727,4224,2023-10-13 13:31:32
03728,4225,2023-10-13 13:31:47
03729,4226,2023-10-13 13:32:02
