distiller_id,scan_number,datetime
04030,4520,2023-10-13 18:20:14
04031,4521,2023-10-13 18:21:10
04032,4522,2023-10-13 18:22:05
04033,4523,2023-10-13 18:28:29
04034,4524,2023-10-13 18:29:24
04035,4525,2023-10-13 18:30:18
04036,4526,2023-10-13 18:31:14
04037,4527,2023-10-13 18:32:10
04038,4528,2023-10-13 18:33:06
04039,4529,2023-10-13 18:34:00
04040,4530,2023-10-13 18:34:53
04041,4531,2023-10-13 18:35:48
04042,4532,2023-10-13 18:36:43
04043,4533,2023-10-13 18:37:41
04044,4534,2023-10-13 18:38:36
04045,4535,2023-10-13 18:39:28
04046,4536,2023-10-13 18:40:24
04047,4537,2023-10-13 18:41:20
04048,4538,2023-10-13 18:42:13
04049,4539,2023-10-13 18:43:11
04050,4540,2023-10-13 18:44:05
04051,4541,2023-10-13 18:44:58
04052,4542,2023-10-13 18:45:53
04053,4543,2023-10-13 18:46:48
04054,4544,2023-10-13 18:47:43
04056,4545,2023-10-13 18:48:38
04057,4546,2023-10-13 18:49:33
04058,4547,2023-10-13 18:50:29
04059,4548,2023-10-13 18:51:23
04060,4549,2023-10-13 18:52:17
04061,4550,2023-10-13 18:53:14
04062,4551,2023-10-13 18:54:12
04063,4552,2023-10-13 18:55:05
04064,4553,2023-10-13 18:55:58
04065,4554,2023-10-13 18:56:54
04066,4555,2023-10-13 18:57:48
04067,4556,2023-10-13 18:58:45
04068,4557,2023-10-13 18:59:38
04069,4558,2023-10-13 19:00:33
04070,4559,2023-10-13 19:01:28
04072,4560,2023-10-13 19:02:23
04073,4561,2023-10-13 19:03:19
04074,4562,2023-10-13 19:04:13
04075,4563,2023-10-13 19:05:10
04076,4564,2023-10-13 19:06:04
04077,4565,2023-10-13 19:06:58
04078,4566,2023-10-13 19:07:53
04079,4567,2023-10-13 19:08:49
04080,4568,2023-10-13 19:09:43
04081,4569,2023-10-13 19:10:38
04082,4570,2023-10-13 19:11:33
04083,4571,2023-10-13 19:12:28
04084,4572,2023-10-13 19:13:24
04085,4573,2023-10-13 19:14:20
04086,4574,2023-10-13 19:15:14
04087,4575,2023-10-13 19:16:11
04088,4576,2023-10-13 19:17:04
04089,4577,2023-10-13 19:18:00
04090,4578,2023-10-13 19:18:53
04091,4579,2023-10-13 19:19:49
04092,4580,2023-10-13 19:20:44
04093,4581,2023-10-13 19:21:42
04094,4582,2023-10-13 19:22:34
04095,4583,2023-10-13 19:23:30
04096,4584,2023-10-13 19:24:24
04097,4585,2023-10-13 19:25:19
04098,4586,2023-10-13 19:26:15
04099,4587,2023-10-13 19:27:09
04100,4588,2023-10-13 19:28:04
04101,4589,2023-10-13 19:28:59
04102,4590,2023-10-13 19:29:54
04103,4591,2023-10-13 19:30:50
04104,4592,2023-10-13 19:31:44
04105,4593,2023-10-13 19:32:39
04106,4594,2023-10-13 19:33:34
04107,4595,2023-10-13 19:34:32
04108,4596,2023-10-13 19:35:26
04109,4597,2023-10-13 19:36:19
04110,4598,2023-10-13 19:37:14
04111,4599,2023-10-13 19:38:10
04112,4600,2023-10-13 19:39:09
04113,4601,2023-10-13 19:39:59
04114,4602,2023-10-13 19:40:53
04115,4603,2023-10-13 19:41:48
04116,4604,2023-10-13 19:42:44
04117,4605,2023-10-13 19:43:41
04118,4606,2023-10-13 19:44:39
04119,4607,2023-10-13 19:45:28
04120,4608,2023-10-13 19:46:24
04121,4609,2023-10-13 19:47:19
04122,4610,2023-10-13 19:48:13
04123,4611,2023-10-13 19:49:14
04124,4612,2023-10-13 19:50:03
04125,4613,2023-10-13 19:50:58
04126,4614,2023-10-13 19:51:54
04127,4615,2023-10-13 19:52:50
04128,4616,2023-10-13 19:53:44
04129,4617,2023-10-13 19:54:41
04130,4618,2023-10-13 19:55:36
04131,4619,2023-10-13 19:56:29
04132,4620,2023-10-13 19:57:25
04133,4621,2023-10-13 19:58:19
04134,4622,2023-10-13 19:59:15
04135,4623,2023-10-13 20:00:09
04136,4624,2023-10-13 20:01:04
04137,4625,2023-10-13 20:01:59
04138,4626,2023-10-13 20:02:54
04139,4627,2023-10-13 20:03:49
04140,4628,2023-10-13 20:04:45
04141,4629,2023-10-13 20:05:45
04142,4630,2023-10-13 20:06:34
04143,4631,2023-10-13 20:07:31
04144,4632,2023-10-13 20:08:24
04145,4633,2023-10-13 20:09:19
04146,4634,2023-10-13 20:10:13
04147,4635,2023-10-13 20:11:09
04148,4636,2023-10-13 20:12:04
04149,4637,2023-10-13 20:13:00
04150,4638,2023-10-13 20:13:54
04151,4639,2023-10-13 20:14:50
04152,4640,2023-10-13 20:15:47
04153,4641,2023-10-13 20:16:40
04154,4642,2023-10-13 20:17:36
04155,4643,2023-10-13 20:18:32
04156,4644,2023-10-13 20:19:24
