scan_number,time0,time1,time2,time3
2660,2023-10-13T16:25:29+00:00,2023-10-13T16:33:54+00:00,2023-10-13T16:33:54+00:00,2023-10-13T16:33:55+00:00
2661,2023-10-13T16:33:59+00:00,2023-10-13T16:34:00+00:00,2023-10-13T16:33:59+00:00,2023-10-13T16:34:00+00:00
2662,2023-10-13T16:34:04+00:00,2023-10-13T16:34:05+00:00,2023-10-13T16:34:04+00:00,2023-10-13T16:34:04+00:00
2663,2023-10-13T16:34:10+00:00,2023-10-13T16:34:10+00:00,2023-10-13T16:34:10+00:00,2023-10-13T16:34:10+00:00
2664,2023-10-13T16:34:15+00:00,2023-10-13T16:34:15+00:00,2023-10-13T16:34:14+00:00,2023-10-13T16:34:15+00:00
2665,2023-10-13T16:34:20+00:00,2023-10-13T16:34:20+00:00,2023-10-13T16:34:20+00:00,2023-10-13T16:34:20+00:00
2666,2023-10-13T16:34:25+00:00,2023-10-13T16:34:25+00:00,2023-10-13T16:34:25+00:00,2023-10-13T16:34:25+00:00
2667,2023-10-13T16:34:30+00:00,2023-10-13T16:34:30+00:00,2023-10-13T16:34:30+00:00,2023-10-13T16:34:30+00:00
2668,2023-10-13T16:34:35+00:00,2023-10-13T16:34:40+00:00,2023-10-13T16:34:35+00:00,2023-10-13T16:34:35+00:00
2669,2023-10-13T16:34:40+00:00,2023-10-13T16:34:40+00:00,2023-10-13T16:34:40+00:00,2023-10-13T16:34:40+00:00
2670,2023-10-13T16:34:45+00:00,2023-10-13T16:34:45+00:00,2023-10-13T16:34:45+00:00,2023-10-13T16:34:45+00:00
2671,2023-10-13T16:34:50+00:00,2023-10-13T16:34:50+00:00,2023-10-13T16:34:50+00:00,2023-10-13T16:34:50+00:00
2672,2023-10-13T16:34:55+00:00,2023-10-13T16:34:55+00:00,2023-10-13T16:34:55+00:00,2023-10-13T16:35:00+00:00
2673,2023-10-13T16:35:00+00:00,2023-10-13T16:35:00+00:00,2023-10-13T16:35:00+00:00,2023-10-13T16:35:00+00:00
2674,2023-10-13T16:35:05+00:00,2023-10-13T16:35:05+00:00,2023-10-13T16:35:10+00:00,2023-10-13T16:35:05+00:00
2675,2023-10-13T16:35:10+00:00,2023-10-13T16:35:10+00:00,2023-10-13T16:35:10+00:00,2023-10-13T16:35:10+00:00
2676,2023-10-13T16:35:15+00:00,2023-10-13T16:35:20+00:00,2023-10-13T16:35:15+00:00,2023-10-13T16:35:15+00:00
2677,2023-10-13T16:35:20+00:00,2023-10-13T16:35:20+00:00,2023-10-13T16:35:20+00:00,2023-10-13T16:35:20+00:00
2678,2023-10-13T16:35:25+00:00,2023-10-13T16:35:30+00:00,2023-10-13T16:35:25+00:00,2023-10-13T16:35:25+00:00
2679,2023-10-13T16:35:30+00:00,2023-10-13T16:35:30+00:00,2023-10-13T16:35:30+00:00,2023-10-13T16:35:30+00:00
2680,2023-10-13T16:35:35+00:00,2023-10-13T16:35:35+00:00,2023-10-13T16:35:35+00:00,2023-10-13T16:35:35+00:00
2681,2023-10-13T16:35:40+00:00,2023-10-13T16:35:45+00:00,2023-10-13T16:35:45+00:00,2023-10-13T16:35:40+00:00
2682,2023-10-13T16:35:45+00:00,2023-10-13T16:35:50+00:00,2023-10-13T16:35:50+00:00,2023-10-13T16:35:45+00:00
2683,2023-10-13T16:35:50+00:00,2023-10-13T16:35:50+00:00,2023-10-13T16:35:50+00:00,2023-10-13T16:35:50+00:00
2684,2023-10-13T16:35:55+00:00,2023-10-13T16:35:55+00:00,2023-10-13T16:35:55+00:00,2023-10-13T16:35:55+00:00
2685,2023-10-13T16:36:00+00:00,2023-10-13T16:36:00+00:00,2023-10-13T16:36:00+00:00,2023-10-13T16:36:00+00:00
2686,2023-10-13T16:36:05+00:00,2023-10-13T16:36:05+00:00,2023-10-13T16:36:05+00:00,2023-10-13T16:36:05+00:00
2687,2023-10-13T16:36:10+00:00,2023-10-13T16:36:10+00:00,2023-10-13T16:36:10+00:00,2023-10-13T16:36:15+00:00
2688,2023-10-13T16:36:15+00:00,2023-10-13T16:36:15+00:00,2023-10-13T16:36:15+00:00,2023-10-13T16:36:15+00:00
2689,2023-10-13T16:36:20+00:00,2023-10-13T16:36:20+00:00,2023-10-13T16:36:20+00:00,2023-10-13T16:36:20+00:00
2690,2023-10-13T16:36:25+00:00,2023-10-13T16:36:25+00:00,2023-10-13T16:36:25+00:00,2023-10-13T16:36:25+00:00
2691,2023-10-13T16:36:30+00:00,2023-10-13T16:36:30+00:00,2023-10-13T16:36:35+00:00,2023-10-13T16:36:30+00:00
2692,2023-10-13T16:36:35+00:00,2023-10-13T16:36:35+00:00,2023-10-13T16:36:35+00:00,2023-10-13T16:36:35+00:00
2693,2023-10-13T16:36:40+00:00,2023-10-13T16:36:40+00:00,2023-10-13T16:36:40+00:00,2023-10-13T16:36:40+00:00
2694,2023-10-13T16:36:45+00:00,2023-10-13T16:36:45+00:00,2023-10-13T16:36:45+00:00,2023-10-13T16:36:45+00:00
2695,2023-10-13T16:36:50+00:00,2023-10-13T16:36:55+00:00,2023-10-13T16:36:50+00:00,2023-10-13T16:36:50+00:00
2696,2023-10-13T16:36:55+00:00,2023-10-13T16:36:55+00:00,2023-10-13T16:36:55+00:00,2023-10-13T16:36:55+00:00
2697,2023-10-13T16:37:00+00:00,2023-10-13T16:37:00+00:00,2023-10-13T16:37:00+00:00,2023-10-13T16:37:00+00:00
2698,2023-10-13T16:37:05+00:00,2023-10-13T16:37:05+00:00,2023-10-13T16:37:05+00:00,2023-10-13T16:37:05+00:00
2699,2023-10-13T16:37:10+00:00,2023-10-13T16:37:10+00:00,2023-10-13T16:37:10+00:00,2023-10-13T16:37:10+00:00
2700,2023-10-13T16:37:15+00:00,2023-10-13T16:37:20+00:00,2023-10-13T16:37:15+00:00,2023-10-13T16:37:15+00:00
2701,2023-10-13T16:37:25+00:00,2023-10-13T16:37:20+00:00,2023-10-13T16:37:20+00:00,2023-10-13T16:37:20+00:00
2702,2023-10-13T16:37:25+00:00,2023-10-13T16:37:25+00:00,2023-10-13T16:37:25+00:00,2023-10-13T16:37:25+00:00
2703,2023-10-13T16:37:30+00:00,2023-10-13T16:37:30+00:00,2023-10-13T16:37:30+00:00,2023-10-13T16:37:30+00:00
2704,2023-10-13T16:37:35+00:00,2023-10-13T16:37:35+00:00,2023-10-13T16:37:35+00:00,2023-10-13T16:37:35+00:00
2705,2023-10-13T16:37:40+00:00,2023-10-13T16:37:40+00:00,2023-10-13T16:37:40+00:00,2023-10-13T16:37:40+00:00
2706,2023-10-13T16:37:45+00:00,2023-10-13T16:37:45+00:00,2023-10-13T16:37:45+00:00,2023-10-13T16:37:45+00:00
2707,2023-10-13T16:37:50+00:00,2023-10-13T16:37:50+00:00,2023-10-13T16:37:50+00:00,2023-10-13T16:37:50+00:00
2708,2023-10-13T16:37:55+00:00,2023-10-13T16:37:55+00:00,2023-10-13T16:37:55+00:00,2023-10-13T16:37:55+00:00
2709,2023-10-13T16:45:09+00:00,2023-10-13T16:45:09+00:00,2023-10-13T16:45:09+00:00,2023-10-13T16:45:09+00:00
2710,2023-10-13T16:45:14+00:00,2023-10-13T16:45:14+00:00,2023-10-13T16:45:14+00:00,2023-10-13T16:45:14+00:00
2711,2023-10-13T16:45:19+00:00,2023-10-13T16:45:19+00:00,2023-10-13T16:45:19+00:00,2023-10-13T16:45:19+00:00
2712,2023-10-13T16:45:24+00:00,2023-10-13T16:45:24+00:00,2023-10-13T16:45:24+00:00,2023-10-13T16:45:24+00:00
2713,2023-10-13T16:45:29+00:00,2023-10-13T16:45:29+00:00,2023-10-13T16:45:29+00:00,2023-10-13T16:45:29+00:00
2714,2023-10-13T16:45:34+00:00,2023-10-13T16:45:34+00:00,2023-10-13T16:45:34+00:00,2023-10-13T16:45:34+00:00
2715,2023-10-13T16:45:39+00:00,2023-10-13T16:45:39+00:00,2023-10-13T16:45:39+00:00,2023-10-13T16:45:39+00:00
2716,2023-10-13T16:45:44+00:00,2023-10-13T16:45:44+00:00,2023-10-13T16:45:44+00:00,2023-10-13T16:45:44+00:00
2717,2023-10-13T16:45:49+00:00,2023-10-13T16:45:49+00:00,2023-10-13T16:45:49+00:00,2023-10-13T16:45:49+00:00
2718,2023-10-13T16:45:54+00:00,2023-10-13T16:45:54+00:00,2023-10-13T16:45:54+00:00,2023-10-13T16:45:54+00:00
2719,2023-10-13T16:45:59+00:00,2023-10-13T16:45:59+00:00,2023-10-13T16:45:59+00:00,2023-10-13T16:45:59+00:00
2720,2023-10-13T16:46:04+00:00,2023-10-13T16:46:04+00:00,2023-10-13T16:46:04+00:00,2023-10-13T16:46:04+00:00
2721,2023-10-13T16:46:09+00:00,2023-10-13T16:46:09+00:00,2023-10-13T16:46:09+00:00,2023-10-13T16:46:09+00:00
2722,2023-10-13T16:46:14+00:00,2023-10-13T16:46:14+00:00,2023-10-13T16:46:14+00:00,2023-10-13T16:46:14+00:00
2723,2023-10-13T16:46:19+00:00,2023-10-13T16:46:19+00:00,2023-10-13T16:46:19+00:00,2023-10-13T16:46:19+00:00
2724,2023-10-13T16:46:24+00:00,2023-10-13T16:46:24+00:00,2023-10-13T16:46:24+00:00,2023-10-13T16:46:24+00:00
2725,2023-10-13T16:46:29+00:00,2023-10-13T16:46:29+00:00,2023-10-13T16:46:29+00:00,2023-10-13T16:46:29+00:00
2726,2023-10-13T16:46:34+00:00,2023-10-13T16:46:34+00:00,2023-10-13T16:46:34+00:00,2023-10-13T16:46:34+00:00
2727,2023-10-13T16:46:39+00:00,2023-10-13T16:46:39+00:00,2023-10-13T16:46:39+00:00,2023-10-13T16:46:39+00:00
2728,2023-10-13T16:46:44+00:00,2023-10-13T16:46:44+00:00,2023-10-13T16:46:44+00:00,2023-10-13T16:46:44+00:00
2729,2023-10-13T16:46:49+00:00,2023-10-13T16:46:49+00:00,2023-10-13T16:46:49+00:00,2023-10-13T16:46:49+00:00
2730,2023-10-13T16:46:54+00:00,2023-10-13T16:46:54+00:00,2023-10-13T16:46:54+00:00,2023-10-13T16:46:54+00:00
2731,2023-10-13T16:46:59+00:00,2023-10-13T16:46:59+00:00,2023-10-13T16:46:59+00:00,2023-10-13T16:46:59+00:00
2732,2023-10-13T16:47:04+00:00,2023-10-13T16:47:04+00:00,2023-10-13T16:47:04+00:00,2023-10-13T16:47:04+00:00
2733,2023-10-13T16:47:09+00:00,2023-10-13T16:47:09+00:00,2023-10-13T16:47:09+00:00,2023-10-13T16:47:09+00:00
2734,2023-10-13T16:47:14+00:00,2023-10-13T16:47:14+00:00,2023-10-13T16:47:14+00:00,2023-10-13T16:47:14+00:00
2735,2023-10-13T16:47:19+00:00,2023-10-13T16:47:19+00:00,2023-10-13T16:47:19+00:00,2023-10-13T16:47:19+00:00
2736,2023-10-13T16:47:24+00:00,2023-10-13T16:47:24+00:00,2023-10-13T16:47:24+00:00,2023-10-13T16:47:24+00:00
2737,2023-10-13T16:47:29+00:00,2023-10-13T16:47:29+00:00,2023-10-13T16:47:29+00:00,2023-10-13T16:47:29+00:00
2738,2023-10-13T16:47:34+00:00,2023-10-13T16:47:34+00:00,2023-10-13T16:47:34+00:00,2023-10-13T16:47:34+00:00
2739,2023-10-13T16:47:39+00:00,2023-10-13T16:47:39+00:00,2023-10-13T16:47:39+00:00,2023-10-13T16:47:39+00:00
2740,2023-10-13T16:47:44+00:00,2023-10-13T16:47:44+00:00,2023-10-13T16:47:44+00:00,2023-10-13T16:47:44+00:00
2741,2023-10-13T16:47:49+00:00,2023-10-13T16:47:49+00:00,2023-10-13T16:47:49+00:00,2023-10-13T16:47:49+00:00
2742,2023-10-13T16:47:54+00:00,2023-10-13T16:47:54+00:00,2023-10-13T16:47:54+00:00,2023-10-13T16:47:54+00:00
2743,2023-10-13T16:47:59+00:00,2023-10-13T16:47:59+00:00,2023-10-13T16:47:59+00:00,2023-10-13T16:47:59+00:00
2744,2023-10-13T16:48:04+00:00,2023-10-13T16:48:05+00:00,2023-10-13T16:48:04+00:00,2023-10-13T16:48:04+00:00
2745,2023-10-13T16:48:10+00:00,2023-10-13T16:48:09+00:00,2023-10-13T16:48:10+00:00,2023-10-13T16:48:09+00:00
2746,2023-10-13T16:48:14+00:00,2023-10-13T16:48:14+00:00,2023-10-13T16:48:15+00:00,2023-10-13T16:48:14+00:00
2747,2023-10-13T16:48:20+00:00,2023-10-13T16:48:19+00:00,2023-10-13T16:48:19+00:00,2023-10-13T16:48:19+00:00
2748,2023-10-13T16:48:24+00:00,2023-10-13T16:48:25+00:00,2023-10-13T16:48:25+00:00,2023-10-13T16:48:24+00:00
2749,2023-10-13T16:48:29+00:00,2023-10-13T16:48:30+00:00,2023-10-13T16:48:30+00:00,2023-10-13T16:48:29+00:00
2750,2023-10-13T16:48:35+00:00,2023-10-13T16:48:34+00:00,2023-10-13T16:48:34+00:00,2023-10-13T16:48:34+00:00
2751,2023-10-13T16:48:39+00:00,2023-10-13T16:48:39+00:00,2023-10-13T16:48:40+00:00,2023-10-13T16:48:39+00:00
2752,2023-10-13T16:48:44+00:00,2023-10-13T16:48:44+00:00,2023-10-13T16:48:44+00:00,2023-10-13T16:48:44+00:00
2753,2023-10-13T16:48:50+00:00,2023-10-13T16:48:50+00:00,2023-10-13T16:48:49+00:00,2023-10-13T16:48:50+00:00
2754,2023-10-13T16:48:55+00:00,2023-10-13T16:48:55+00:00,2023-10-13T16:48:55+00:00,2023-10-13T16:48:55+00:00
2755,2023-10-13T16:48:59+00:00,2023-10-13T16:49:00+00:00,2023-10-13T16:49:00+00:00,2023-10-13T16:49:00+00:00
2756,2023-10-13T16:49:04+00:00,2023-10-13T16:49:05+00:00,2023-10-13T16:49:05+00:00,2023-10-13T16:49:05+00:00
2757,2023-10-13T16:49:09+00:00,2023-10-13T16:49:09+00:00,2023-10-13T16:49:10+00:00,2023-10-13T16:49:10+00:00
2758,2023-10-13T16:49:15+00:00,2023-10-13T16:49:15+00:00,2023-10-13T16:49:15+00:00,2023-10-13T16:49:15+00:00
2759,2023-10-13T16:49:20+00:00,2023-10-13T16:49:20+00:00,2023-10-13T16:49:20+00:00,2023-10-13T16:49:20+00:00
2760,2023-10-13T16:49:25+00:00,2023-10-13T16:49:25+00:00,2023-10-13T16:49:25+00:00,2023-10-13T16:49:24+00:00
2761,2023-10-13T16:49:30+00:00,2023-10-13T16:49:30+00:00,2023-10-13T16:49:30+00:00,2023-10-13T16:49:30+00:00
2762,2023-10-13T16:49:35+00:00,2023-10-13T16:49:35+00:00,2023-10-13T16:49:35+00:00,2023-10-13T16:49:35+00:00
2763,2023-10-13T16:49:40+00:00,2023-10-13T16:49:40+00:00,2023-10-13T16:49:40+00:00,2023-10-13T16:49:40+00:00
2764,2023-10-13T16:49:45+00:00,2023-10-13T16:49:45+00:00,2023-10-13T16:49:45+00:00,2023-10-13T16:49:45+00:00
2765,2023-10-13T16:49:50+00:00,2023-10-13T16:49:50+00:00,2023-10-13T16:49:50+00:00,2023-10-13T16:49:50+00:00
2766,2023-10-13T16:49:55+00:00,2023-10-13T16:49:55+00:00,2023-10-13T16:49:55+00:00,2023-10-13T16:49:55+00:00
2767,2023-10-13T16:50:00+00:00,2023-10-13T16:50:00+00:00,2023-10-13T16:50:00+00:00,2023-10-13T16:50:00+00:00
2768,2023-10-13T16:50:05+00:00,2023-10-13T16:50:05+00:00,2023-10-13T16:50:05+00:00,2023-10-13T16:50:05+00:00
2769,2023-10-13T16:50:10+00:00,2023-10-13T16:50:10+00:00,2023-10-13T16:50:10+00:00,2023-10-13T16:50:10+00:00
2770,2023-10-13T16:50:15+00:00,2023-10-13T16:50:15+00:00,2023-10-13T16:50:15+00:00,2023-10-13T16:50:15+00:00
2771,2023-10-13T16:50:20+00:00,2023-10-13T16:50:20+00:00,2023-10-13T16:50:20+00:00,2023-10-13T16:50:20+00:00
2772,2023-10-13T16:50:25+00:00,2023-10-13T16:50:25+00:00,2023-10-13T16:50:25+00:00,2023-10-13T16:50:25+00:00
2773,2023-10-13T16:50:30+00:00,2023-10-13T16:50:30+00:00,2023-10-13T16:50:30+00:00,2023-10-13T16:50:30+00:00
2774,2023-10-13T16:50:35+00:00,2023-10-13T16:50:35+00:00,2023-10-13T16:50:35+00:00,2023-10-13T16:50:35+00:00
2775,2023-10-13T16:50:40+00:00,2023-10-13T16:50:40+00:00,2023-10-13T16:50:40+00:00,2023-10-13T16:50:40+00:00
2776,2023-10-13T16:50:45+00:00,2023-10-13T16:50:45+00:00,2023-10-13T16:50:45+00:00,2023-10-13T16:50:45+00:00
2777,2023-10-13T16:50:50+00:00,2023-10-13T16:50:50+00:00,2023-10-13T16:50:50+00:00,2023-10-13T16:50:50+00:00
2778,2023-10-13T16:50:55+00:00,2023-10-13T16:50:55+00:00,2023-10-13T16:50:55+00:00,2023-10-13T16:50:55+00:00
2779,2023-10-13T16:51:00+00:00,2023-10-13T16:51:00+00:00,2023-10-13T16:51:00+00:00,2023-10-13T16:51:00+00:00
2780,2023-10-13T16:51:05+00:00,2023-10-13T16:51:05+00:00,2023-10-13T16:51:05+00:00,2023-10-13T16:51:05+00:00
2781,2023-10-13T16:51:10+00:00,2023-10-13T16:51:10+00:00,2023-10-13T16:51:10+00:00,2023-10-13T16:51:10+00:00
2782,2023-10-13T16:51:15+00:00,2023-10-13T16:51:15+00:00,2023-10-13T16:51:15+00:00,2023-10-13T16:51:15+00:00
2783,2023-10-13T16:51:20+00:00,2023-10-13T16:51:20+00:00,2023-10-13T16:51:20+00:00,2023-10-13T16:51:20+00:00
2784,2023-10-13T16:51:25+00:00,2023-10-13T16:51:25+00:00,2023-10-13T16:51:25+00:00,2023-10-13T16:51:25+00:00
2785,2023-10-13T16:51:30+00:00,2023-10-13T16:51:30+00:00,2023-10-13T16:51:30+00:00,2023-10-13T16:51:30+00:00
2786,2023-10-13T16:51:35+00:00,2023-10-13T16:51:35+00:00,2023-10-13T16:51:35+00:00,2023-10-13T16:51:35+00:00
2787,2023-10-13T16:51:40+00:00,2023-10-13T16:51:40+00:00,2023-10-13T16:51:40+00:00,2023-10-13T16:51:40+00:00
2788,2023-10-13T16:51:45+00:00,2023-10-13T16:51:45+00:00,2023-10-13T16:51:45+00:00,2023-10-13T16:51:45+00:00
2789,2023-10-13T16:51:50+00:00,2023-10-13T16:51:50+00:00,2023-10-13T16:51:50+00:00,2023-10-13T16:51:50+00:00
2790,2023-10-13T16:51:55+00:00,2023-10-13T16:51:55+00:00,2023-10-13T16:51:55+00:00,2023-10-13T16:51:55+00:00
2791,2023-10-13T16:52:00+00:00,2023-10-13T16:52:00+00:00,2023-10-13T16:52:00+00:00,2023-10-13T16:52:00+00:00
2792,2023-10-13T16:52:05+00:00,2023-10-13T16:52:05+00:00,2023-10-13T16:52:05+00:00,2023-10-13T16:52:05+00:00
2793,2023-10-13T16:52:10+00:00,2023-10-13T16:52:10+00:00,2023-10-13T16:52:10+00:00,2023-10-13T16:52:10+00:00
2794,2023-10-13T16:52:15+00:00,2023-10-13T16:52:15+00:00,2023-10-13T16:52:15+00:00,2023-10-13T16:52:15+00:00
2795,2023-10-13T16:52:20+00:00,2023-10-13T16:52:20+00:00,2023-10-13T16:52:20+00:00,2023-10-13T16:52:20+00:00
2796,2023-10-13T16:52:25+00:00,2023-10-13T16:52:30+00:00,2023-10-13T16:52:25+00:00,2023-10-13T16:52:25+00:00
2797,2023-10-13T16:52:30+00:00,2023-10-13T16:52:30+00:00,2023-10-13T16:52:30+00:00,2023-10-13T16:52:30+00:00
2798,2023-10-13T16:52:35+00:00,2023-10-13T16:52:35+00:00,2023-10-13T16:52:35+00:00,2023-10-13T16:52:35+00:00
2799,2023-10-13T16:52:40+00:00,2023-10-13T16:52:40+00:00,2023-10-13T16:52:40+00:00,2023-10-13T16:52:40+00:00
2800,2023-10-13T16:52:45+00:00,2023-10-13T16:52:45+00:00,2023-10-13T16:52:45+00:00,2023-10-13T16:52:45+00:00
2801,2023-10-13T16:52:50+00:00,2023-10-13T16:52:50+00:00,2023-10-13T16:52:50+00:00,2023-10-13T16:52:50+00:00
2802,2023-10-13T16:52:55+00:00,2023-10-13T16:52:55+00:00,2023-10-13T16:52:55+00:00,2023-10-13T16:52:55+00:00
2803,2023-10-13T16:53:00+00:00,2023-10-13T16:53:05+00:00,2023-10-13T16:53:00+00:00,2023-10-13T16:53:00+00:00
2804,2023-10-13T16:53:05+00:00,2023-10-13T16:53:10+00:00,2023-10-13T16:53:10+00:00,2023-10-13T16:53:05+00:00
2805,2023-10-13T16:53:10+00:00,2023-10-13T16:53:10+00:00,2023-10-13T16:53:10+00:00,2023-10-13T16:53:15+00:00
2806,2023-10-13T16:53:15+00:00,2023-10-13T16:53:15+00:00,2023-10-13T16:53:20+00:00,2023-10-13T16:53:15+00:00
2807,2023-10-13T16:53:20+00:00,2023-10-13T16:53:20+00:00,2023-10-13T16:53:20+00:00,2023-10-13T16:53:20+00:00
2808,2023-10-13T16:53:25+00:00,2023-10-13T16:53:30+00:00,2023-10-13T16:53:30+00:00,2023-10-13T16:53:25+00:00
2809,2023-10-13T16:53:35+00:00,2023-10-13T16:53:30+00:00,2023-10-13T16:53:30+00:00,2023-10-13T16:53:30+00:00
2810,2023-10-13T16:53:35+00:00,2023-10-13T16:53:35+00:00,2023-10-13T16:53:35+00:00,2023-10-13T16:53:35+00:00
2811,2023-10-13T16:53:45+00:00,2023-10-13T16:53:40+00:00,2023-10-13T16:53:40+00:00,2023-10-13T16:53:40+00:00
2812,2023-10-13T16:53:45+00:00,2023-10-13T16:53:45+00:00,2023-10-13T16:53:45+00:00,2023-10-13T16:53:45+00:00
2813,2023-10-13T16:53:50+00:00,2023-10-13T16:53:50+00:00,2023-10-13T16:53:50+00:00,2023-10-13T16:53:50+00:00
2814,2023-10-13T16:54:00+00:00,2023-10-13T16:53:55+00:00,2023-10-13T16:53:55+00:00,2023-10-13T16:54:00+00:00
2815,2023-10-13T16:54:00+00:00,2023-10-13T16:54:00+00:00,2023-10-13T16:54:05+00:00,2023-10-13T16:54:05+00:00
2816,2023-10-13T16:54:05+00:00,2023-10-13T16:54:05+00:00,2023-10-13T16:54:05+00:00,2023-10-13T16:54:05+00:00
2817,2023-10-13T16:54:10+00:00,2023-10-13T16:54:15+00:00,2023-10-13T16:54:10+00:00,2023-10-13T16:54:10+00:00
2818,2023-10-13T16:54:15+00:00,2023-10-13T16:54:15+00:00,2023-10-13T16:54:15+00:00,2023-10-13T16:54:15+00:00
2819,2023-10-13T16:54:20+00:00,2023-10-13T16:54:20+00:00,2023-10-13T16:54:20+00:00,2023-10-13T16:54:20+00:00
2820,2023-10-13T16:54:25+00:00,2023-10-13T16:54:25+00:00,2023-10-13T16:54:25+00:00,2023-10-13T16:54:30+00:00
2821,2023-10-13T16:54:30+00:00,2023-10-13T16:54:30+00:00,2023-10-13T16:54:30+00:00,2023-10-13T16:54:30+00:00
2822,2023-10-13T16:54:35+00:00,2023-10-13T16:54:35+00:00,2023-10-13T16:54:35+00:00,2023-10-13T16:54:40+00:00
2823,2023-10-13T16:54:40+00:00,2023-10-13T16:54:40+00:00,2023-10-13T16:54:40+00:00,2023-10-13T16:54:40+00:00
2824,2023-10-13T16:54:45+00:00,2023-10-13T16:54:45+00:00,2023-10-13T16:54:50+00:00,2023-10-13T16:54:45+00:00
2825,2023-10-13T16:54:50+00:00,2023-10-13T16:54:50+00:00,2023-10-13T16:54:50+00:00,2023-10-13T16:54:50+00:00
2826,2023-10-13T16:54:55+00:00,2023-10-13T16:55:00+00:00,2023-10-13T16:54:55+00:00,2023-10-13T16:54:55+00:00
2827,2023-10-13T16:55:00+00:00,2023-10-13T16:55:00+00:00,2023-10-13T16:55:00+00:00,2023-10-13T16:55:00+00:00
2828,2023-10-13T16:55:05+00:00,2023-10-13T16:55:05+00:00,2023-10-13T16:55:05+00:00,2023-10-13T16:55:05+00:00
2829,2023-10-13T16:55:10+00:00,2023-10-13T16:55:10+00:00,2023-10-13T16:55:10+00:00,2023-10-13T16:55:10+00:00
2830,2023-10-13T16:55:15+00:00,2023-10-13T16:55:15+00:00,2023-10-13T16:55:15+00:00,2023-10-13T16:55:15+00:00
2831,2023-10-13T16:55:20+00:00,2023-10-13T16:55:20+00:00,2023-10-13T16:55:20+00:00,2023-10-13T16:55:20+00:00
2832,2023-10-13T16:55:25+00:00,2023-10-13T16:55:25+00:00,2023-10-13T16:55:25+00:00,2023-10-13T16:55:25+00:00
2833,2023-10-13T16:55:30+00:00,2023-10-13T16:55:30+00:00,2023-10-13T16:55:30+00:00,2023-10-13T16:55:30+00:00
2834,2023-10-13T16:55:35+00:00,2023-10-13T16:55:35+00:00,2023-10-13T16:55:35+00:00,2023-10-13T16:55:35+00:00
2835,2023-10-13T16:55:40+00:00,2023-10-13T16:55:40+00:00,2023-10-13T16:55:40+00:00,2023-10-13T16:55:40+00:00
2836,2023-10-13T16:55:45+00:00,2023-10-13T16:55:45+00:00,2023-10-13T16:55:45+00:00,2023-10-13T16:55:45+00:00
2837,2023-10-13T16:55:50+00:00,2023-10-13T16:55:50+00:00,2023-10-13T16:55:50+00:00,2023-10-13T16:55:50+00:00
2838,2023-10-13T16:55:55+00:00,2023-10-13T16:55:55+00:00,2023-10-13T16:55:55+00:00,2023-10-13T16:55:55+00:00
2839,2023-10-13T16:56:00+00:00,2023-10-13T16:56:00+00:00,2023-10-13T16:56:00+00:00,2023-10-13T16:56:00+00:00
2840,2023-10-13T16:56:05+00:00,2023-10-13T16:56:05+00:00,2023-10-13T16:56:05+00:00,2023-10-13T16:56:05+00:00
2841,2023-10-13T16:56:10+00:00,2023-10-13T16:56:10+00:00,2023-10-13T16:56:10+00:00,2023-10-13T16:56:10+00:00
2842,2023-10-13T16:56:15+00:00,2023-10-13T16:56:15+00:00,2023-10-13T16:56:15+00:00,2023-10-13T16:56:15+00:00
2843,2023-10-13T16:56:20+00:00,2023-10-13T16:56:20+00:00,2023-10-13T16:56:20+00:00,2023-10-13T16:56:20+00:00
2844,2023-10-13T16:56:25+00:00,2023-10-13T16:56:25+00:00,2023-10-13T16:56:25+00:00,2023-10-13T16:56:25+00:00
2845,2023-10-13T16:56:31+00:00,2023-10-13T16:56:30+00:00,2023-10-13T16:56:30+00:00,2023-10-13T16:56:30+00:00
2846,2023-10-13T16:56:36+00:00,2023-10-13T16:56:36+00:00,2023-10-13T16:56:36+00:00,2023-10-13T16:56:36+00:00
2847,2023-10-13T16:56:41+00:00,2023-10-13T16:56:40+00:00,2023-10-13T16:56:41+00:00,2023-10-13T16:56:40+00:00
2848,2023-10-13T16:56:45+00:00,2023-10-13T16:56:45+00:00,2023-10-13T16:56:45+00:00,2023-10-13T16:56:46+00:00
2849,2023-10-13T16:56:50+00:00,2023-10-13T16:56:50+00:00,2023-10-13T16:56:51+00:00,2023-10-13T16:56:50+00:00
2850,2023-10-13T16:56:55+00:00,2023-10-13T16:56:56+00:00,2023-10-13T16:56:56+00:00,2023-10-13T16:56:55+00:00
2851,2023-10-13T16:57:00+00:00,2023-10-13T16:57:00+00:00,2023-10-13T16:57:00+00:00,2023-10-13T16:57:00+00:00
2852,2023-10-13T16:57:06+00:00,2023-10-13T16:57:05+00:00,2023-10-13T16:57:05+00:00,2023-10-13T16:57:06+00:00
2853,2023-10-13T16:57:11+00:00,2023-10-13T16:57:11+00:00,2023-10-13T16:57:11+00:00,2023-10-13T16:57:11+00:00
2854,2023-10-13T16:57:15+00:00,2023-10-13T16:57:15+00:00,2023-10-13T16:57:16+00:00,2023-10-13T16:57:15+00:00
2855,2023-10-13T16:57:21+00:00,2023-10-13T16:57:21+00:00,2023-10-13T16:57:21+00:00,2023-10-13T16:57:21+00:00
