id,slurm_id,elapsed
10390,10230669,00:00:31
11179,13400685,00:30:10
11179,13400329,00:30:28
11179,13403101,00:00:34
11461,14196750,00:00:33
11489,14198529,00:00:12
11494,14199135,00:00:27
11497,14199342,00:00:51
11500,14199570,00:00:12
11504,14201092,00:00:13
11182,13403267,00:00:28
12326,15902786,00:00:43
11457,14194998,00:00:20
11464,14196896,00:00:13
11180,13400656,00:30:00
11239,13563553,00:00:36
12339,16050529,00:00:24
11458,14195295,00:00:19
11463,14196841,00:00:18
11485,14198281,00:00:19
11487,14198387,00:00:18
11490,14198545,00:00:13
11495,14199163,00:00:10
11498,14199379,00:00:17
11503,14201020,00:00:21
11505,14201105,00:00:10
11509,14201186,00:00:17
11241,13600376,00:00:42
11240,13564533,00:00:28
11459,14195437,00:00:22
11462,14196780,00:00:16
11507,14201153,00:00:16
11510,14201235,00:00:12
12341,16051000,00:00:20
11513,14201461,00:00:23
11514,14201867,00:00:24
11516,14201989,00:00:36
11522,14202889,00:00:21
11524,14203094,00:00:12
11527,14203353,00:00:16
12342,16052042,00:00:39
12343,16052699,00:00:58
12607,16577418,00:01:33
12615,16590934,00:01:28
12628,16596992,00:00:29
12645,16609597,00:00:22
12639,16609619,00:00:21
12608,16577623,00:01:05
12613,16588998,00:01:15
12632,16600674,00:00:33
11518,14202309,00:00:17
12610,16581722,00:01:05
12646,16609591,00:00:21
12642,16609608,00:00:26
12638,16609623,00:00:24
11520,14202545,00:00:15
12611,16585020,00:01:04
12635,16609634,00:00:21
11526,14203274,00:00:13
12612,16585987,00:01:09
12614,16590156,00:01:12
12619,16592394,00:00:30
12618,16592389,00:00:38
12629,16598200,00:00:21
12649,16609577,00:00:24
12641,16609613,00:00:26
12624,16595417,00:00:27
12626,16595420,00:00:26
12636,16609630,00:00:24
12634,16609637,00:00:24
12625,16595430,00:00:27
12623,16595433,00:00:24
12620,16595437,00:00:27
12627,16596974,00:00:25
12652,16609564,00:00:22
12648,16609581,00:00:23
12621,16595446,00:00:27
12647,16609585,00:00:24
12630,16598150,00:00:22
12631,16599460,00:00:21
12633,16600689,00:00:22
12651,16609569,00:00:20
12643,16609605,00:00:25
12650,16609574,00:00:24
12644,16609600,00:00:21
12640,16609615,00:00:23
12317,16286914,00:00:23
12470,16377294,00:01:09
12637,16609627,00:00:26
12489,16412510,00:00:37
12431,16302257,00:00:32
12440,16316222,00:01:02
12443,16351040,00:02:31
12463,16373714,00:01:08
12469,16376990,00:01:49
12479,16410324,00:01:47
12485,16412313,00:00:47
12445,16352182,00:02:20
12464,16373824,00:02:06
12346,16287568,00:00:21
12433,16309850,00:00:33
12439,16315694,00:01:40
12465,16375816,00:01:50
12480,16410347,00:00:28
12447,16353842,00:01:15
12461,16372549,00:01:05
12486,16412335,00:02:59
12421,16297384,00:00:25
12430,16300643,00:00:22
12437,16311143,00:02:26
12481,16410469,00:00:37
12285,15824844,00:00:32
12298,15855967,00:00:39
12284,15870905,00:00:10
12300,15871001,00:00:10
12302,15871010,00:00:12
12304,15871021,00:00:08
12426,16306975,00:01:07
12487,16412495,00:00:33
12290,15826079,00:00:22
12292,15826082,00:00:30
12294,15826089,00:00:26
12432,16308880,00:00:52
12435,16310773,00:01:15
12438,16312720,00:01:07
12459,16370641,00:01:58
12460,16372267,00:01:19
12476,16378103,00:01:01
12434,16310539,00:01:55
12462,16373496,00:01:34
12285,15870914,00:00:12
12287,15870932,00:00:09
12292,15870957,00:00:08
12294,15870965,00:00:09
12287,15824857,00:00:23
12296,15870973,00:00:12
12298,15870994,00:00:09
12306,15871029,00:00:10
12308,15871036,00:00:13
12310,15871061,00:00:09
12312,15871068,00:00:09
12296,15855944,00:00:43
12300,15855978,00:00:28
12436,16310954,00:01:26
12475,16377895,00:01:56
12438,,
12444,,
12441,16316298,00:01:05
12442,16350628,00:01:57
12446,16353464,00:01:15
12482,16410896,00:01:01
12488,16412511,00:00:50
12284,15824838,00:00:38
12304,15856742,00:00:49
12286,15870928,00:00:11
12293,15870962,00:00:10
12299,15870998,00:00:09
12326,15902644,00:03:24
12444,16352350,00:02:08
12448,16356589,00:01:32
12449,16357424,00:01:19
12458,16370120,00:02:14
12467,16376747,00:01:06
12472,16377642,00:01:08
12473,16377796,00:01:01
12477,16403106,00:00:36
12286,15824850,00:00:30
12306,15856748,00:00:35
12312,15856770,00:00:32
12290,15870945,00:00:09
12297,15870976,00:00:08
12303,15871012,00:00:09
12453,16365968,00:02:34
12288,15826076,00:00:25
12458,16370618,00:03:15
12289,15826078,00:00:22
12291,15826080,00:00:27
12293,15826085,00:00:30
12295,15826090,00:00:25
12466,,
12474,,
12297,15855961,00:00:51
12299,15855974,00:00:44
12307,15871032,00:00:12
12309,15871040,00:00:12
12311,15871064,00:00:08
12466,16376760,00:01:10
12471,16377504,00:01:11
12301,15855981,00:00:39
12310,15856759,00:00:33
12288,15870936,00:00:09
12295,15870970,00:00:12
12301,15871006,00:00:09
12302,15856738,00:00:28
12010,14624826,00:00:38
12010,14625184,00:01:05
12010,14625244,00:00:35
12010,14625289,00:01:31
12010,14625409,00:00:59
12010,14625483,00:00:53
12010,14625562,00:00:38
12069,15015991,00:00:36
12303,15856741,00:00:47
12305,15856743,00:00:46
12082,15026761,00:00:25
12307,15856753,00:00:39
12311,15856762,00:00:32
12308,15856756,00:00:32
12291,15870948,00:00:11
12305,15871025,00:00:09
12309,15856757,00:00:39
12080,15026673,00:00:35
12289,15870941,00:00:10
12065,15013139,00:00:24
12318,15900273,00:00:38
12320,15900410,00:01:15
12081,15026763,00:00:18
12474,16445354,00:00:09
12150,15432615,00:00:44
